PGS Performance Metric (PPM) ID,Evaluated Score,PGS Sample Set (PSS),PGS Publication (PGP) ID,Reported Trait,Covariates Included in the Model,PGS Performance: Other Relevant Information,Publication (PMID),Publication (doi),Hazard Ratio (HR),Odds Ratio (OR),Beta,Area Under the Receiver-Operating Characteristic Curve (AUROC),Concordance Statistic (C-index),Other Metric(s)
PPM000126,PGS000050,PSS000078,PGP000035,Breast cancer,NR,Potentially overfit: samples were used to select the variants included in the PRS (see paper's Discussion section for more information).,27931260,10.1186/s13058-016-0786-1,,,,0.606,,"Odds Ratio (OR; per decile of PRS) = 1.13 [1.12,1.14]"
PPM000127,PGS000050,PSS000079,PGP000035,Breast cancer,"age at menarche, age at first live birth, waist-to-hip ratio, breast cancer family history, prior benign breast disease",Potentially overfit: samples were used to select the variants included in the PRS (see paper's Discussion section for more information).,27931260,10.1186/s13058-016-0786-1,,,,,0.602,"C-index improvement (with PRS) = 0.0386 [0.0259,0.0513]"
PPM000128,PGS000051,PSS000080,PGP000036,Invasive breast cancer,"Gail BC risk model, Mammographic density (MD), Testoterone (T), estrone sulfate (E1S), prolactin (PRL)",Age-adjusted AUC,30180161,10.1371/journal.pmed.1002644,,,,"0.65 [0.64,0.66]",,
PPM000129,PGS000051,PSS000081,PGP000036,Invasive breast cancer,"Rosner-Colditz BC risk model, Mammographic density (MD), Testoterone (T), estrone sulfate (E1S), prolactin (PRL)",Age-adjusted AUC,30180161,10.1371/journal.pmed.1002644,,,,"0.678 [0.666,0.69]",,
PPM000130,PGS000051,PSS000080,PGP000036,Invasive breast cancer,"Demographics and parameters of baseline blood draw (age, BMI, fasting status, time of day, season), history of benign breast disease, family history of breast cancer, age at menopause, age at menarche, physical activity, age at first birth and parity",,30180161,10.1371/journal.pmed.1002644,,,,,,"Relative Risk (RR; higest vs. lowest quartile PRS) = 2.5 [2.2,2.8]"
PPM000131,PGS000052,PSS000082,PGP000037,breast cancer,family history (estimated using the BOADICEA risk model),,31186341,10.1136/jmedgenet-2019-106072,"1.16 [1.03,1.28]",,,,,
PPM000132,PGS000021,PSS000083,PGP000038,Type 1 diabetes aetiology (non-monogenic),,Testing the ability of the GRS to discriminate between two sets of cases: - Positive: individuals with type 1 diabetes - Negative: individuals with diabetes and a maturity-onset diabetes of young (MODY) mutation,27207547,10.2337/db15-1690,,,,"0.87 [0.86,0.89]",,
PPM000133,PGS000053,PSS000085,PGP000039,Familial late-onset Alzheimer's disease (LOAD),"Age, sex",,28213371,10.1212/WNL.0000000000003734,,"1.29 [1.21,1.37]",,,,
PPM000134,PGS000053,PSS000085,PGP000039,Familial late-onset Alzheimer's disease (LOAD),"Age, sex, APOE e4",,28213371,10.1212/WNL.0000000000003734,,"1.29 [1.21,1.38]",,,,
PPM000135,PGS000054,PSS000084,PGP000039,Familial late-onset Alzheimer's disease (LOAD),"Age, sex",,28213371,10.1212/WNL.0000000000003734,,"1.73 [1.57,1.93]",,,,
PPM000136,PGS000054,PSS000084,PGP000039,Familial late-onset Alzheimer's disease (LOAD),"Age, sex, APOE e4",,28213371,10.1212/WNL.0000000000003734,,"1.71 [1.55,1.9]",,,,
PPM000137,PGS000053,PSS000085,PGP000039,Alzheimer's disease (age-at-onset),,,28213371,10.1212/WNL.0000000000003734,,,-0.7 (0.15),,,
PPM000138,PGS000054,PSS000084,PGP000039,Alzheimer's disease (age-at-onset),,,28213371,10.1212/WNL.0000000000003734,,,-0.86 (0.15),,,
PPM000139,PGS000055,PSS000087,PGP000040,Colorectal cancer,"age, sex, PCs, PC*study",,29917119,10.1093/jnci/djy099,,,,,,"Familial relative risk explained (%) = 11.9 [9.2,15.5], PRS percentile threshold for Odds Ratio > 2 = 95.7"
PPM000140,PGS000055,PSS000086,PGP000040,Colorectal cancer,"age, sex, PCs, PC*study",,29917119,10.1093/jnci/djy099,,,,,,PRS percentile threshold for Odds Ratio > 2 = 99.1
PPM000141,PGS000056,PSS000088,PGP000041,Cognitive decline (time to MMSE 4-point decrease),"sex, age at diagnosis",,29340614,10.1001/jamaneurol.2017.4206,"1.44 [1.0,2.07]",,,,,
PPM000142,PGS000056,PSS000088,PGP000041,Motor decline (time to UPDRS III 20-point increase,"sex, age at diagnosis",,29340614,10.1001/jamaneurol.2017.4206,"1.42 [1.0,2.01]",,,,,
PPM000143,PGS000056,PSS000088,PGP000041,Motor decline (time to H&Y Scale stage ≥ 3),"sex, age at diagnosis",,29340614,10.1001/jamaneurol.2017.4206,"1.34 [1.0,1.79]",,,,,
PPM000144,PGS000057,PSS000091,PGP000042,Coronary heart disease (incident),"age, sex, diabetes meliitus status, smoking status, LDL cholesterol, HDL cholesterol, systolic blood pressure, antihypertensive medication status,  family history of CHD",,28223407,10.1161/CIRCULATIONAHA.116.024436,,,,,,"HR (highest vs. lowest quintile of PGS) = 1.66 [1.21,2.29]"
PPM000145,PGS000057,PSS000090,PGP000042,Coronary artery calcification,"age, sex, diabetes meliitus status, smoking status, LDL cholesterol, HDL cholesterol, systolic blood pressure, antihypertensive medication status,  family history of CHD",,28223407,10.1161/CIRCULATIONAHA.116.024436,,"1.32 [1.04,1.68]",,,,"OR (highest vs. lowest quintile of PGS) = 2.51 [1.08,5.85]"
PPM000146,PGS000057,PSS000089,PGP000042,Carotid artery plaque burden,"age, sex, diabetes meliitus status, smoking status, LDL cholesterol, HDL cholesterol, systolic blood pressure, antihypertensive medication status,  family history of CHD",,28223407,10.1161/CIRCULATIONAHA.116.024436,,,"1.097 [1.022,1.178]",,,
PPM000147,PGS000058,PSS000092,PGP000043,Major coronary events (MCE) events among Type 2 Diabetes patients,"age, sex, ACCORD study covariates (randomized treament assignement, clinical network, genotyping platform, PCs of genetic ancestry)",,30262460,10.2337/dc18-0709,"1.27 [1.18,1.37]",,,,,
PPM000148,PGS000058,PSS000093,PGP000043,Major coronary events (MCE) events among Type 2 Diabetes patients,"age, sex, ORIGIN study covariates (randomized treament assignement, PCs of genetic ancestry)",,30262460,10.2337/dc18-0709,"1.35 [1.16,1.58]",,,,,
PPM000149,PGS000059,PSS000095,PGP000044,Incident coronary heart disease,NR,,30354305,10.1161/CIRCGEN.118.002324,,,,,,"HR (top vs. bottom quartiles of GRS) = 1.92 [1.19,3.11], p-value (association between risk and incidence) = 0.029"
PPM000150,PGS000059,PSS000094,PGP000044,Incident coronary heart disease,NR,,30354305,10.1161/CIRCGEN.118.002324,,,,,,"HR (top vs. bottom quartiles of GRS) = 0.76 [0.41,1.39], p-value (association between risk and incidence) = 0.31"
PPM000151,PGS000060,PSS000098,PGP000045,Serum high-density lipoprotein (HDL) levels,"age, age^2, sex, GRS_LDL, GRS_TC, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,8.39,,,Beta (p-value) = 2.76e-06
PPM000152,PGS000060,PSS000097,PGP000045,Serum high-density lipoprotein (HDL) levels,"age, age^2, sex, GRS_LDL, GRS_TC, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,15.58,,,Beta (p-value) = 2.17e-07
PPM000153,PGS000060,PSS000096,PGP000045,Serum high-density lipoprotein (HDL) levels,"age, age^2, sex, GRS_LDL, GRS_TC, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,7.99,,,Beta (p-value) = 0.000364
PPM000154,PGS000060,PSS000099,PGP000045,Serum high-density lipoprotein (HDL) levels,"age, age^2, sex, GRS_LDL, GRS_TC, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,10.97,,,Beta (p-value) = 6.48e-10
PPM000155,PGS000061,PSS000098,PGP000045,Serum low-density lipoprotein (LDL) levels,"age, age^2, sex, GRS_HDL, GRS_TC, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,15.0,,,Beta (p-value) = 0.0352
PPM000156,PGS000061,PSS000097,PGP000045,Serum low-density lipoprotein (LDL) levels,"age, age^2, sex, GRS_HDL, GRS_TC, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,5.58,,,Beta (p-value) = 0.697
PPM000157,PGS000061,PSS000096,PGP000045,Serum low-density lipoprotein (LDL) levels,"age, age^2, sex, GRS_HDL, GRS_TC, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,30.04,,,Beta (p-value) = 0.00282
PPM000158,PGS000061,PSS000099,PGP000045,Serum low-density lipoprotein (LDL) levels,"age, age^2, sex, GRS_HDL, GRS_TC, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,42.86,,,Beta (p-value) = 1.94e-05
PPM000159,PGS000062,PSS000098,PGP000045,Serum total cholesterol (TC) levels,"age, age^2, sex, GRS_HDL, GRS_LDL, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,20.69,,,Beta (p-value) = 0.0108
PPM000160,PGS000062,PSS000097,PGP000045,Serum total cholesterol (TC) levels,"age, age^2, sex, GRS_HDL, GRS_LDL, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,8.57,,,Beta (p-value) = 0.583
PPM000161,PGS000062,PSS000096,PGP000045,Serum total cholesterol (TC) levels,"age, age^2, sex, GRS_HDL, GRS_LDL, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,1.99,,,Beta (p-value) = 0.852
PPM000162,PGS000062,PSS000099,PGP000045,Serum total cholesterol (TC) levels,"age, age^2, sex, GRS_HDL, GRS_LDL, GRS_TG",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,-2.62,,,Beta (p-value) = 0.815
PPM000163,PGS000063,PSS000098,PGP000045,Serum triglyceride (TG) levels,"age, age^2, sex, GRS_HDL, GRS_LDL, GRS_TC",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,0.464,,,Beta (p-value) = 1.71e-11
PPM000164,PGS000063,PSS000097,PGP000045,Serum triglyceride (TG) levels,"age, age^2, sex, GRS_HDL, GRS_LDL, GRS_TC",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,0.337,,,Beta (p-value) = 0.0107
PPM000165,PGS000063,PSS000096,PGP000045,Serum triglyceride (TG) levels,"age, age^2, sex, GRS_HDL, GRS_LDL, GRS_TC",,25951326,10.1371/journal.pone.0126361,,,0.047,,,Beta (p-value) = 0.526
PPM000166,PGS000063,PSS000099,PGP000045,Serum triglyceride (TG) levels,"age, age^2, sex, GRS_HDL, GRS_LDL, GRS_TC",Association (p-value; unadjusted for covariates) < 0.001,25951326,10.1371/journal.pone.0126361,,,0.5,,,Beta (p-value) = 1.09e-10
PPM000167,PGS000064,PSS000104,PGP000046,Serum high-density lipoprotein (HDL) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.285 [0.265,0.305]"
PPM000168,PGS000065,PSS000104,PGP000046,Serum low-density lipoprotein (LDL) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.274 [0.254,0.294]"
PPM000169,PGS000066,PSS000104,PGP000046,Serum triglyceride (TG) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.204 [0.183,0.223]"
PPM000170,PGS000064,PSS000102,PGP000046,Serum high-density lipoprotein (HDL) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.279 [0.222,0.336]"
PPM000171,PGS000065,PSS000102,PGP000046,Serum low-density lipoprotein (LDL) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.229 [0.172,0.286]"
PPM000172,PGS000066,PSS000102,PGP000046,Serum triglyceride (TG) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.235 [0.176,0.294]"
PPM000173,PGS000064,PSS000103,PGP000046,Serum high-density lipoprotein (HDL) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.268 [0.209,0.327]"
PPM000174,PGS000065,PSS000103,PGP000046,Serum low-density lipoprotein (LDL) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.29 [0.231,0.349]"
PPM000175,PGS000066,PSS000103,PGP000046,Serum triglyceride (TG) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.234 [0.175,0.293]"
PPM000176,PGS000064,PSS000100,PGP000046,Serum high-density lipoprotein (HDL) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.121 [0.098,0.145]"
PPM000177,PGS000065,PSS000100,PGP000046,Serum low-density lipoprotein (LDL) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.28 [0.257,0.304]"
PPM000178,PGS000066,PSS000100,PGP000046,Serum triglyceride (TG) levels,"age, sex",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.063 [0.038,0.089]"
PPM000179,PGS000064,PSS000101,PGP000046,Serum high-density lipoprotein (HDL) levels,"age, sex, region, 20 PCs of genetic ancestry",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.18 [0.145,0.215]"
PPM000180,PGS000065,PSS000101,PGP000046,Serum low-density lipoprotein (LDL) levels,"age, sex, region, 20 PCs of genetic ancestry",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.198 [0.161,0.235]"
PPM000181,PGS000066,PSS000101,PGP000046,Serum triglyceride (TG) levels,"age, sex, region, 20 PCs of genetic ancestry",Relatedness and population structure were accounted for using a linear mixed model with random polygenic effect implemented in GEMMA,31551420,10.1038/s41467-019-12026-7,,,,,,"correlation (r) = 0.139 [0.1,0.178]"
PPM000182,PGS000067,PSS000105,PGP000047,aggressive prostate cancer,,,29321194,10.1136/bmj.j5757,,,,,,"HR (Hazard ratio; top 2% vs. average risk) = 2.9 [2.4,3.4]"
PPM000183,PGS000067,PSS000105,PGP000047,aggressive prostate cancer (age at onset),,,29321194,10.1136/bmj.j5757,,,,,,z-test (p-value) < = 1e-16
PPM000184,PGS000067,PSS000106,PGP000047,any prostate cancer,,,29321194,10.1136/bmj.j5757,,,,,,"HR (Hazard ratio; top 2% vs. average risk) = 2.5 [2.2,2.8]"
PPM000185,PGS000067,PSS000106,PGP000047,any prostate cancer (age at onset),,,29321194,10.1136/bmj.j5757,,,,,,z-test (p-value) < = 1e-16
PPM000186,PGS000067,PSS000107,PGP000047,very aggressive prostate cancer,,,29321194,10.1136/bmj.j5757,,,,,,"HR (Hazard ratio; top 2% vs. average risk) = 3.0 [2.2,4.0]"
PPM000187,PGS000067,PSS000107,PGP000047,very aggressive prostate cancer (age at onset),,,29321194,10.1136/bmj.j5757,,,,,,z-test (p-value) < = 1e-16
PPM000188,PGS000068,PSS000108,PGP000048,all invasive epithelial ovarian cancer,,,29730597,10.1136/jmedgenet-2018-105313,,"1.32 [1.21,1.45]",,,"0.58 [0.55,0.6]",
PPM000189,PGS000069,PSS000108,PGP000048,serous epithelial ovarian cancer,,,29730597,10.1136/jmedgenet-2018-105313,,"1.43 [1.29,1.58]",,,"0.6 [0.57,0.63]",
PPM000190,PGS000070,PSS000109,PGP000049,Incident lung cancer,"age, sex, source of region, smoking status",,31326317,10.1016/S2213-2600(19)30144-4,,,,,,"HR (High genetic risk: top 5% vs. bottom 5% of PRS) = 2.37 [1.64,3.44], HR (Intermediate genetic risk: 5-95% vs. bottom 5% of PRS) = 1.6 [1.17,2.2]"
PPM000191,PGS000071,PSS000110,PGP000050,Bladder cancer,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, sex, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.3 [1.25,1.36]",,,,
PPM000192,PGS000072,PSS000111,PGP000050,Breast cancer,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.26 [1.24,1.28]",,,,
PPM000193,PGS000073,PSS000112,PGP000050,Cervical cancer,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.22 [1.19,1.25]",,,,
PPM000194,PGS000074,PSS000113,PGP000050,Colorectal cancer,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, sex, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.37 [1.33,1.4]",,,,
PPM000195,PGS000075,PSS000114,PGP000050,Endometrial cancer,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.19 [1.14,1.24]",,,,
PPM000196,PGS000076,PSS000115,PGP000050,Kidney cancer,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, sex, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.21 [1.14,1.27]",,,,
PPM000197,PGS000077,PSS000116,PGP000050,Lymphocytic leukemia,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, sex, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.42 [1.33,1.51]",,,,
PPM000198,PGS000078,PSS000117,PGP000050,Lung cancer,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, sex, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.12 [1.08,1.17]",,,,
PPM000199,PGS000079,PSS000118,PGP000050,Melanoma,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, sex, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.44 [1.41,1.48]",,,,
PPM000200,PGS000080,PSS000119,PGP000050,Non-Hodgkin's lymphoma,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, sex, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.25 [1.2,1.3]",,,,
PPM000201,PGS000081,PSS000120,PGP000050,Oral cavity and pharyngeal cancers,"Genotyping reagent kit (GERA cohort only), genotyping array (UK Biobank only), age, sex, 10 PCs.",Results from meta-analysis of GERA and UKB,33579919,10.1038/s41467-021-21288-z,,"1.08 [1.02,1.14]",,,,
